Hours_Studied_Per_Week,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Motivation_Level_High,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_No,Internet_Access_Yes,Family_Income_High,Family_Income_Low,Family_Income_Medium,Teacher_Quality_High,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Parental_Education_Level_College,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Female,Gender_Male,Score_Change
29,95,9,70,1,2,73,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,3
14,75,5,95,0,3,82,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,-13
30,98,7,51,0,2,71,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,20
26,98,4,81,1,4,73,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,-8
19,66,7,94,1,4,65,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,-29
27,67,10,71,1,3,67,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-4
13,95,4,83,1,4,67,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,-16
15,76,5,79,4,4,69,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,-10
16,60,8,67,0,3,61,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-6
17,71,8,57,3,4,64,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,7
14,84,6,61,1,2,64,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,3
27,92,9,53,2,2,68,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,15
18,65,6,88,1,1,62,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,-26
22,64,10,77,5,3,66,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,-11
17,97,8,89,1,4,70,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,-19
9,90,9,65,3,3,67,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,2
22,84,8,90,2,2,70,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,-20
9,91,8,65,0,4,65,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0
20,77,8,56,1,4,65,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,9
12,90,9,77,3,3,70,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,-7
32,75,7,97,1,3,72,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,-25
25,70,6,71,0,2,65,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,-6
21,89,7,76,1,2,71,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-5
28,77,6,73,3,3,71,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,-2
15,99,6,73,1,5,72,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,-1
23,74,9,61,0,4,64,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,3
21,97,8,71,2,1,72,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1
22,97,8,75,1,4,71,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,-4
28,70,9,87,0,3,66,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-21
24,92,8,57,3,3,71,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,14
22,77,10,79,2,2,67,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-12
10,97,4,83,1,2,69,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,-14
14,78,6,69,0,5,67,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,-2
19,90,6,77,0,4,71,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,-6
13,69,7,73,1,2,62,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,-11
34,68,7,67,0,2,67,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,0
29,77,10,91,2,4,70,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,-21
24,90,8,99,0,3,72,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,-27
20,84,6,61,3,2,69,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,8
19,88,8,94,1,3,70,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-24
14,71,4,77,0,3,64,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-13
20,79,7,72,1,3,65,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,-7
22,62,7,95,2,2,66,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,-29
13,93,6,96,2,3,68,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,-28
22,100,7,64,2,3,72,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,8
19,76,6,68,2,3,65,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,-3
9,60,6,93,3,2,60,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,-33
15,67,8,75,0,4,63,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,-12
18,86,9,64,3,3,66,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,2
31,84,8,98,1,4,73,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,-25
23,92,6,61,4,4,71,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,10
12,70,6,81,1,2,59,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,-22
23,91,6,71,5,3,70,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,-1
11,88,7,73,1,3,63,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,-10
26,73,6,55,1,4,67,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,12
17,82,9,63,2,2,65,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,2
19,66,7,58,5,4,64,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,6
28,78,8,87,2,2,71,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,-16
12,95,5,85,2,2,70,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,-15
12,77,6,90,2,2,63,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-27
16,94,8,85,3,2,68,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-17
26,84,8,56,1,2,67,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,11
11,68,5,99,1,4,66,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-33
3,83,7,59,2,5,63,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,4
17,80,7,68,0,5,65,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,-3
23,76,6,85,2,3,66,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,-19
27,65,8,57,2,4,65,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,8
17,77,5,59,2,4,65,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,6
18,63,6,94,2,2,63,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,-31
27,64,8,67,0,3,65,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-2
9,77,7,83,1,4,62,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,-21
18,72,7,93,1,3,66,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,-27
21,97,7,99,1,3,71,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,-28
23,75,8,61,2,2,64,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,3
17,90,8,56,0,4,67,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,11
20,81,8,87,1,3,68,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,-19
5,88,7,59,3,3,63,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,4
16,70,6,79,0,3,64,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,-15
23,98,6,77,1,1,74,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-3
14,81,5,78,2,4,68,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,-10
20,93,6,82,1,3,68,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,-14
23,75,6,93,2,3,69,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,-24
18,64,9,64,4,4,61,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,-3
21,87,5,78,1,2,69,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,-9
14,60,9,67,3,3,61,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-6
19,79,7,66,3,3,67,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,1
24,68,7,51,0,4,63,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,12
21,85,8,80,3,3,68,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,-12
16,99,5,99,0,5,68,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,-31
21,79,6,88,2,1,67,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-21
24,93,5,62,1,3,69,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,7
8,80,6,86,2,3,64,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-22
27,80,6,65,1,4,67,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,2
18,97,9,88,1,3,70,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,-18
23,96,6,93,5,4,72,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-21
27,91,4,67,1,2,71,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,4
12,72,6,50,1,3,62,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,12
16,82,8,65,2,5,67,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,2
18,69,9,60,3,2,64,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,4
15,78,7,81,0,2,64,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-17
30,79,6,65,1,4,70,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,5
15,93,7,52,3,5,68,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,16
17,96,8,77,1,3,70,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-7
21,77,5,94,1,3,65,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,-29
13,61,7,73,2,2,59,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-14
18,94,7,69,1,2,69,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,0
22,67,7,59,2,3,67,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,8
18,85,7,69,2,4,68,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,-1
19,61,6,67,1,1,62,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-5
17,76,8,100,0,4,65,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,-35
11,99,7,52,0,5,69,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,17
22,64,7,62,3,4,65,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,3
31,77,5,53,1,2,68,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,15
20,72,8,93,4,2,68,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-25
21,96,6,71,3,3,71,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,0
24,95,9,90,3,4,71,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,-19
12,70,5,85,1,3,66,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,-19
30,63,8,96,4,3,71,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,-25
21,85,4,51,2,3,66,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,15
30,73,4,60,0,4,66,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,6
31,61,4,79,0,3,65,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,-14
25,65,8,85,2,3,66,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,-19
23,87,7,79,2,2,67,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,-12
21,68,9,79,1,4,66,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,-13
19,94,7,97,0,3,69,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-28
27,62,7,96,2,4,66,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-30
21,69,7,52,0,3,64,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,12
8,100,6,71,0,2,70,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,-1
13,77,6,76,1,4,62,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,-14
19,88,5,68,1,5,67,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,-1
22,67,8,52,1,2,60,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,8
20,84,7,74,1,3,66,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-8
27,89,7,99,0,2,72,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-27
8,73,10,54,2,3,63,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,9
21,93,6,91,1,3,69,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,-22
9,84,7,60,1,3,66,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,6
25,76,7,79,2,2,69,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-10
19,82,9,69,2,3,68,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,-1
23,83,7,67,3,4,66,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,-1
15,67,7,94,0,2,63,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,-31
28,76,10,99,1,3,70,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-29
26,74,6,69,2,4,68,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,-1
24,76,7,82,2,4,68,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,-14
19,90,8,78,1,3,67,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,-11
23,79,6,54,1,1,67,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,13
16,98,8,52,3,3,69,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,17
25,72,6,89,3,5,68,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-21
30,77,9,70,0,1,67,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-3
26,91,8,65,0,2,70,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,5
16,82,7,99,3,3,70,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,-29
22,82,5,54,2,2,66,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,12
12,62,6,63,0,2,61,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,-2
23,76,7,93,2,2,68,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,-25
23,71,8,71,1,2,64,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-7
9,100,7,79,1,2,66,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,-13
18,95,8,96,3,6,73,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,-23
18,87,8,57,3,4,66,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,9
13,74,7,61,2,3,65,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,4
22,82,7,58,0,4,68,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,10
